,ctr_t1,ctr_t2,ctr_t3,ctr_s1,ctr_s2,ctr_s3,nik_t1,nik_t2,nik_t3,nik_s1,nik_s2,nik_s3,ikk_t1,ikk_t2,ikk_t3
Lca5l,0.000476364,0.000917302,0.001240856,0.002665861,0.000671017,0.000680183,0.004505477,0.002006874,0.005108028,0.003314966,0.002242286,0.004179355,0.001381928,0.002526867,0.001826567
B3galt5,0.00028787,0.000369555,0.001691989,0.003165474,0.001197193,0.000137013,0.001688492,0.003189134,0.003779781,0.001124637,0.001042331,0.001870827,0.001970003,0.000939695,0.001962326
Igsf5,0.00021324,0.00032218,9.86E-05,0.000666729,0.000376294,0.000234214,2.16E-05,0.000115174,0,0.000126163,3.56E-05,0.000230259,0.000329436,2.01E-05,5.03E-05
Itgb2l,0.00012604,0,0.000909178,0.004677595,0.001369612,0.003059445,0.004990143,0.00070799,0,0.000276978,0.001779838,0.000442321,0.001181299,0.00092572,0.001159885
Mx1,0.439135143,0.324285124,0.496278618,1.014189965,0.858149641,0.877230879,0.083382165,0.03615624,0.068946303,0.083939067,0.064766798,0.075296091,0.628450088,0.29547175,0.657289732
Fam3b,0.003280219,0,0.001695382,0.001950375,7.40E-05,0.000350184,0.000323664,0.00068881,0.000966051,0.000606317,0.000532806,0.000788953,0.001395574,0.000600428,0.001598655
Mx2,0.015075411,0.018570935,0.014145747,0.139429177,0.08942408,0.117603497,0.005407129,0.000885174,0.005379621,0.002770363,0.001597628,0.003318107,0.029960682,0.003086385,0.031420186
Tmprss2,0.001156072,0.000734637,0.003335697,0.008274395,0.006560406,0.005694961,0.000457711,0.000162347,0.000607176,0.000127026,0.000941838,0.001352366,0.001780071,0.000566065,0.001684478
Ripk4,0.002460467,0.000568555,0.000591614,0.005435308,0.002673673,0.001405285,0.000974145,0.002073142,0.001292253,0.001622098,0.002672686,0.00215868,0.000658874,0.000602378,0.001509505
Prdm15,0.052229345,0.054222841,0.062738594,0.065233034,0.051664005,0.061606604,0.049008062,0.039768016,0.038995299,0.05161515,0.044594143,0.03901286,0.071659846,0.060991361,0.073482807
B230307C23Rik,0.032354234,0.025401375,0.031211732,0.045466701,0.044806198,0.043191837,0.029837741,0.02715157,0.027024447,0.025527451,0.016344464,0.029366237,0.040710128,0.028630304,0.035035438
Zbtb21,0.185435077,0.220281817,0.20814564,0.223061113,0.215877484,0.231031383,0.169613098,0.158605696,0.201756456,0.147050945,0.14364443,0.163182461,0.188671265,0.16880954,0.177028158
A630089N07Rik,0.007273319,0.005474686,0.010158483,0.018563242,0.011762335,0.012916584,0.019591199,0.014843934,0.019839594,0.014964013,0.008134612,0.010737107,0.024090885,0.008599152,0.020583063
Ptprm,0.000246377,0.000117478,1.88E-05,0.00039394,0.000136932,8.93E-05,4.65E-05,2.20E-05,9.76E-05,0.000116019,5.10E-05,6.40E-05,9.43E-05,2.39E-05,2.40E-05
T2,0.000143517,0.001022538,0.000143785,0.000634075,0.000548725,0.000614769,0.000126269,0.000201541,0.000408287,0.000236539,0.000259826,0.000531638,0.000448369,0.000322083,0.000880483
Ccdc154,0.001848767,0.00032862,0.000683895,0.018598032,0.003434131,0.00324897,0.00225219,0,0.003361098,0.003750233,0.003398535,0.001663597,0.004189057,0.003133524,0.001744961
Rasgrp3,0.000562792,0.000666912,0.001006242,0.003927361,0.004390685,0.004862757,0.000190445,0.000324238,7.58E-05,0.000126847,0.000250804,0.000945325,0.002820924,0.00105988,4.43E-05
Tcp10a,0.001008458,0.000291288,0.000303102,0.006460445,0.000304401,0.000539978,0,0.001416179,0.00033103,0,0.001095439,0.002506838,0.003713175,0.002160318,0
Arid1b,0.083317942,0.089898508,0.081532331,0.068020431,0.066207388,0.067637938,0.067366198,0.071448102,0.07963285,0.070828318,0.064185344,0.073439114,0.078473393,0.078237205,0.083216703
Scaf8,0.185541966,0.18445067,0.178367774,0.210876468,0.17804876,0.183971938,0.207515747,0.215232783,0.217612081,0.246797562,0.224453617,0.248539847,0.227655858,0.202917168,0.237433849
Tmem181a,0.019516479,0.018654965,0.017024359,0.030842801,0.024163384,0.032082355,0.022549843,0.014088746,0.023601476,0.015099925,0.008457217,0.01081916,0.020079255,0.015479178,0.017791835
A230009B12Rik,0.001094678,0,0,0.004385011,0,0.00031261,0,0,9.58E-05,8.02E-05,0,0.00034148,0,0,0
Thbs2,0.001216341,0,0.000449948,0.012732079,0.000903754,0.002271161,0.00049392,0,0.000737112,0.000308419,0.001931061,0.001094515,0.006389063,0.002061609,0.000287011
Pacrg,7.38E-05,1.42E-05,0,3.26E-05,4.45E-05,3.51E-05,4.87E-05,0,0,2.03E-05,0,4.32E-05,8.23E-06,0,0
Chd1,0.42988844,0.434986665,0.489232044,0.483836671,0.467957527,0.466630974,0.569146162,0.60176712,0.654345754,0.537095879,0.532486042,0.61342593,0.586097192,0.512243801,0.684004437
Pdpk1,0.205657858,0.221386167,0.241495892,0.180355135,0.162093583,0.171414749,0.198810917,0.208716213,0.176822146,0.207173914,0.204548201,0.186810327,0.243132906,0.216746192,0.254756574
Pde9a,0.000760938,0.000448206,0,0.001265659,0.000468382,0.000724344,0,0.000167621,0.000117544,0.000163941,0.000453803,0.000104722,0.000519406,3.65E-05,4.58E-05
Fam234a,0.054194802,0.068699928,0.056331471,0.111823493,0.089515383,0.095085547,0.089745111,0.084432625,0.100939612,0.074810639,0.067291928,0.054035184,0.070286284,0.096643057,0.105317193
Btbd9,0.006210114,0.007061017,0.006425539,0.00625214,0.006173508,0.006233057,0.005901284,0.005277299,0.004914316,0.004450296,0.004098576,0.004866719,0.007542321,0.007039642,0.007784032
Rnf5,0.480342281,0.430123021,0.469945508,0.369158562,0.292165594,0.383906417,0.379397795,0.283178289,0.267486078,0.255655878,0.220166633,0.321777844,0.477682168,0.454444882,0.393345038
Rsph9,0.001151493,0.00728226,0.003205908,0.004069938,0.004829474,0.005192134,0.004159068,0.001872366,0.005092811,0.001598185,0.006188223,0.002552229,0.007789935,0.004302862,0.003904037
Trem1,0.001519348,0,0.001369964,0.005370116,0.001834448,0,0.000501282,0,0.002992391,0.000208677,0,0.001332993,0.001017143,0.000929927,0.002330312
Supt3,0.003202311,0.003150579,0.001804512,0.005221799,0.005076189,0.005172777,0.01426013,0.012028808,0.011907252,0.010024812,0.00804113,0.008016075,0.005050472,0.004425021,0.005954149
Trerf1,0.019841213,0.018027391,0.019240999,0.03015333,0.029014573,0.033392378,0.037443874,0.036786382,0.037061768,0.035170228,0.031863154,0.026247437,0.038346601,0.035177626,0.044989932
Lonp1,0.548476206,0.503060869,0.541690579,0.454738523,0.563864978,0.582674262,1.825029843,1.407007684,1.621441455,0.887376479,0.828320489,0.927996723,0.826001051,0.744196048,0.703508576
Fer,0.000753784,0.000247225,0.000420958,0.002217336,0.000317072,0.001388776,0.00145047,0.001475127,0.000970574,0.000502286,0.000211303,0.000762306,0.001002746,0.000797704,0.000701133
Ankrd12,0.169140477,0.146018933,0.170977037,0.229361732,0.199541342,0.200996681,0.222216255,0.20801795,0.23325562,0.243119527,0.179966658,0.216283115,0.159293516,0.129738703,0.191543653
Epb41l3,0.005896577,0.005696653,0.004524952,0.003924387,0.002287321,0.002687078,0.000165572,5.29E-05,0.000148257,0.000358413,0.000163536,0.000366903,0.002721272,0.001505046,0.00080818
Emilin2,0.008896604,0.008578881,0.010015442,0.004240666,0.000983971,0.00239194,0.023661473,0.033316028,0.013078388,0.008656037,0.013081985,0.004713691,0.003394725,0.001995197,0.006041403
Alk,0.00018274,8.45E-06,2.20E-05,0.000310028,0.000150034,0.00018265,5.31E-05,0,7.20E-05,0,7.54E-05,4.28E-05,0.000102763,4.47E-05,5.61E-05
Nlrc4,0.003071177,0.001843313,0.002301685,0.011700884,0.004430473,0.008428742,0.004211037,0.004032802,0.001466365,0.003330703,0.001386419,0.001493047,0.00234975,0.002343565,0.000978793
Dlgap1,0.000154569,7.29E-06,3.03E-05,0.000222988,9.90E-05,0.000139628,9.99E-05,0.000128465,0.000153249,0.000246089,0.000205592,0.000324726,0.000152049,0.00010812,6.77E-05
Fshr,0.000324051,2.88E-05,0,0.000594703,4.51E-05,0.000124573,0,0,6.55E-05,2.74E-05,0.000189539,2.92E-05,3.34E-05,0,0
Nrxn1,5.46E-05,0.000131947,4.27E-05,0.000219763,3.37E-05,5.07E-05,1.34E-05,3.56E-06,0.000123292,2.23E-05,1.38E-05,5.94E-05,4.08E-05,1.86E-05,3.89E-05
Cript,0.326225653,0.344218583,0.271232992,0.142162028,0.246136755,0.231219341,0.167024737,0.182511687,0.149316687,0.150864901,0.152845753,0.153872808,0.278563427,0.308884927,0.334371291
1110020A21Rik,0.002786261,0.000536532,0.000159512,0.001406858,0.002402934,0.000947239,0,0,0.001219468,0.000874706,0.000216184,0.000931243,0.000355294,0.001299314,0.001627981
Tiam2,0.000558029,0.000682662,0.000883988,0.002111571,0.001284106,0.001462344,0.000277251,0.000608474,0.000551681,0.000403956,0.000356565,0.000383988,0.00112513,0.000337527,0.00124858
4930470H14Rik,3.51E-05,0,0,0.001239383,0.000254026,0.000300412,0,0,9.21E-05,0.0014641,0,8.20E-05,0,0,0.000645382
Nox3,0.00057279,0,0.000105943,0.001479456,0.000106397,0.000188738,5.81E-05,0,0.001214902,0.00033889,0,0.000309252,0.000471951,0.000107871,0.000202736
Tfb1m,0.025228581,0.014030038,0.012249771,0.020843359,0.021065543,0.017936758,0.026893807,0.016562713,0.018143438,0.015643101,0.004927518,0.010449702,0.031956961,0.025287035,0.030934227
Synj2,0.021102547,0.0187573,0.017195943,0.04824841,0.041125716,0.049119867,0.087837493,0.106588288,0.093113862,0.080702521,0.107029163,0.096422052,0.032291012,0.034474499,0.037990757
Tulp4,0.0222306,0.023386917,0.024625905,0.036987491,0.031733468,0.031344174,0.031497054,0.029182471,0.034851227,0.041867983,0.03809976,0.037877173,0.024961793,0.017633697,0.021295974
Snx9,0.031670398,0.026050995,0.019581618,0.014365895,0.017981978,0.019232175,0.050782084,0.042454141,0.04358987,0.019950107,0.021849709,0.016658515,0.025700688,0.021681116,0.042181524
Zdhhc14,3.09E-05,4.76E-05,0.000222709,0.000309186,7.46E-05,0.000382062,0,7.23E-05,0.000364844,6.78E-05,0,0,0.000192911,0.000100783,0.000126276
Rps6ka2,0.001594623,0.001632503,0.000533881,0.00303212,0.001900963,0.002680408,0.001358583,0.000992109,0.000848107,0.000532293,0.000635857,0.00059031,0.001621575,0.001457822,0.001238363
Rsph3b,0.011144613,0.012771015,0.015698494,0.014919017,0.017452353,0.025842357,0.028453925,0.030362615,0.038994885,0.027226841,0.023486011,0.026855307,0.026916076,0.020667854,0.015369855
Sytl3,0.111835184,0.119218328,0.117953049,0.080343927,0.091938037,0.073181067,0.213208688,0.180913883,0.264305455,0.276184106,0.230717951,0.286586116,0.119188877,0.126810785,0.118983277
Pde10a,0.000288524,0.000289581,0,0.000628352,0.00020409,0.000191422,0.001653865,0.003053133,0.001469426,0.002254382,0.003779909,0.002931936,0.000202911,7.14E-05,8.05E-05
Qk,0.069593627,0.057093037,0.065528551,0.060299011,0.059497033,0.064467885,0.164836378,0.166608612,0.158849343,0.170975074,0.138887729,0.172906167,0.078873247,0.073850476,0.105086825
Slc22a3,0.00018178,7.00E-05,0,0.000749582,0.0001829,0.000216297,0,0,0.000716039,0.000599205,0.000526556,0.000354408,0,0,9.29E-05
4732491K20Rik,0.003521724,0,0,0.010184309,0.010050416,0.012342788,0.006760323,0.004495964,0.011770379,0.009498051,0.006955413,0.006741313,0.008573288,0.005878622,0.004910429
Agpat4,0.04542744,0.048716103,0.049795207,0.024147956,0.027464552,0.020993872,0.081588057,0.09295081,0.093483585,0.067928159,0.075110657,0.074375237,0.06800989,0.072938058,0.080357755
Airn,0.008247541,0.004444276,0.007725666,0.009077146,0.008906205,0.008626312,0.006450088,0.006323249,0.00965562,0.007980685,0.005677659,0.008178899,0.008240446,0.007755444,0.014089964
Tcp10c,0.00231455,0.000274275,0.001426995,0.003146441,0.003439468,0.002542202,0,0.000166683,0.000623393,0.000130419,0,0.002915819,0.003496306,0.000871776,0.000364098
Mas1,0.006407522,0.001836435,0.002985802,0.010358071,0.00059972,0.001702153,0.006555191,0.003069116,0.002347863,0.004475303,0.001942376,0.00232418,0.006251484,0.00024321,0.00319968
Igf2r,1.059768242,1.079720617,1.121694758,0.590655609,0.5892189,0.593684685,0.3668325,0.388003486,0.403643576,0.459020425,0.381995602,0.467351493,1.036629802,1.138785077,0.954680342
Wtap,0.563390248,0.511915287,0.588648377,0.467274107,0.459180723,0.409374893,0.417388965,0.479722407,0.434352298,0.374164165,0.383343172,0.455107956,0.601916061,0.598998281,0.617647854
2700054A10Rik,0.000192857,0,2.32E-05,0.000698692,0.000279425,0.000509441,3.82E-05,1.35E-05,3.80E-05,4.24E-05,0.00011522,0.000191762,3.87E-05,0.000141647,5.92E-05
Afdn,0.005502468,0.005930771,0.005305542,0.010670518,0.009185158,0.010862391,0.010283445,0.00868653,0.014425408,0.004463465,0.004011452,0.006436755,0.015253913,0.014714447,0.019512701
Smoc2,0.000214605,4.96E-05,0.000670816,0.001858369,5.18E-05,0.000367712,0.00209583,0.005816436,0.003775844,0.013369975,0.016504522,0.008585684,0.000862016,0.00010508,0.000526643
Wdr27,0.000118643,9.97E-05,0,0.000419344,0.000286498,0.000277211,0,3.03E-05,0,4.74E-05,0.000140593,0.000277577,0,0.000158436,0.000198513
Lnpep,0.417474899,0.434310496,0.50631757,0.451905977,0.409916188,0.422092958,0.406115606,0.397531413,0.388925795,0.356022509,0.290307816,0.327687275,0.465964,0.418387928,0.577259774
Lix1,0.000331842,0,0,0.001843113,0,0.000135379,0,0.000133144,0.000186734,5.21E-05,0.00010299,0.000610007,0,0,0
Gm6712,0.049174593,0.042998767,0.059441939,0.065201315,0.040661107,0.055589784,0.036517921,0.037050731,0.028164451,0.03476415,0.020504276,0.026346937,0.06404587,0.04371871,0.046717186
Vmn2r100,0,0.000407402,0,0.002804191,0,0.001510451,0,0,0.000462987,0,9.58E-05,0.000618727,0.000708182,0.000647458,0.000540823
Vmn2r102,0,0,0,0.001158772,0.000659733,0.000312081,0,0,0.00014349,0,0.000712249,0.000255676,0,0,0.000838064
Vmn2r103,0.000137268,0,0,0.00109164,0.001408762,0.000490002,0.000181157,0.000385532,0.001081413,0.000603307,0,0.000240864,0,0,0
Vmn2r110,0.000891098,0,0,0.003978408,0.00113253,0.002142933,0.00012379,0,0,0,0,0.000219453,0,0,0
Zfp995,0.017935134,0.015042569,0.019698898,0.039130562,0.028445223,0.042997721,0.047339049,0.034079279,0.038260034,0.036493795,0.023282268,0.039163437,0.027749189,0.019515234,0.025810124
Zfp53,0.348729119,0.339776357,0.411654613,0.369264761,0.350688199,0.354661171,0.322514892,0.300987912,0.32432617,0.271131416,0.220852036,0.232711771,0.463819546,0.385276034,0.414950904
Gm5092,0.000775154,0,0.001331314,0.010567688,0.002406636,0.000948698,0.000876851,0.000933042,0,0,0.000721724,0.002331695,0.000296534,0,0
Zfp947,0.004679813,0.00398408,0.001628652,0.003917544,0.005501673,0.007913058,0.013814932,0.005534204,0.007761685,0.014478943,0.006956305,0.008067563,0.005276546,0.003316571,0.003777738
Prss32,0.000506501,0,0,0.006862515,0.004076966,0.001687501,0.000445629,0,0,0,0,0.000395001,0.001808439,0.000620015,0
Vmn2r117,0.001096211,0.001773157,0.001845069,0.003293362,0.0035736,0.000939144,0,0,0.000143934,0.002168077,0.002381521,0.000897638,0.000293548,0,0.002858248
Zfp13,0.001990011,0,0.00164055,0.006229822,0.001098388,0,0.007053428,0.00846357,0.008958568,0.015868263,0.028286767,0.015829743,0.001370297,0.0008352,0.000174411
Ccnf,0.122873554,0.133139393,0.115522947,0.059857896,0.090347433,0.07793253,0.035711607,0.031666749,0.034683979,0.013349323,0.010097849,0.015288853,0.293544365,0.22240573,0.279793552
Mapk8ip3,0.193200779,0.171590752,0.164848492,0.209036216,0.201113926,0.186707415,0.276345823,0.304583809,0.420246231,0.39280099,0.35691969,0.378125298,0.221657314,0.177466534,0.213893704
Traf7,0.443394935,0.45096904,0.404032825,0.42250676,0.377619084,0.359200255,0.50742673,0.498439774,0.560412864,0.411493479,0.461215257,0.431435906,0.467616642,0.577160966,0.471392354
Abca3,0.031616819,0.030663416,0.033460739,0.103429241,0.08671322,0.089234582,0.108303943,0.098003061,0.108116583,0.108327076,0.10974979,0.094865602,0.04604036,0.030623058,0.039997509
Slc9a3r2,0.004017674,0.006751916,0.002341916,0.001721263,0,0.00208607,0.144285255,0.115917937,0.115736177,0.078658598,0.086755073,0.042725914,0,0.005961319,0.013444669
Ift140,0.050333497,0.065323553,0.049603885,0.064541864,0.063866309,0.067105724,0.396432579,0.437770755,0.396405005,0.368346565,0.360612277,0.304862878,0.072032136,0.062225512,0.064518242
Cacna1h,0.002349807,0.00073094,0,0.004232541,0.000218241,0.002709973,0.00017891,0.000126917,0.000296667,9.93E-05,0.000147258,0.000264307,0.002117638,0.000165948,0
Fbxl16,0.003755442,0.000510467,0.003187014,0.012883166,0,0.002523417,0.002332314,0.000620444,0,0.011650957,0.001679734,0.001033669,0.00236623,0,0.00067764
Decr2,0.055952728,0.060903996,0.045671785,0.097841251,0.099913024,0.111429573,0.098715715,0.081055779,0.099373515,0.06180295,0.048303094,0.035138017,0.113951579,0.116437229,0.07723616
Crebrf,0.255416711,0.255856564,0.26003179,0.21020678,0.201528755,0.208364254,0.116714317,0.156263624,0.145005971,0.172112206,0.173119875,0.181277135,0.190662663,0.196656513,0.169654684
Ergic1,0.024817419,0.031960774,0.024959668,0.027778666,0.02112129,0.031976783,0.09416745,0.084536737,0.09686928,0.078215733,0.073591241,0.09450815,0.042205168,0.04241383,0.042298046
Uqcc2,0.364813223,0.35883928,0.26826809,0.208993708,0.236822416,0.260622448,0.303313343,0.237869092,0.274479204,0.173254146,0.209947346,0.187806323,0.370420429,0.461487778,0.289111546
Pacsin1,0.038547582,0.040902013,0.064967362,0.167909345,0.174510839,0.19506018,0.020539129,0.02401388,0.015452119,0.033039586,0.038350389,0.033938953,0.02276723,0.021755822,0.019818066
Anks1,0.030536014,0.039146822,0.028413027,0.027647947,0.022865924,0.03024323,0.028045337,0.023790396,0.028707766,0.017574942,0.022779251,0.019407712,0.030493912,0.024962588,0.027568886
Zfp523,0.026552053,0.027977224,0.04923166,0.050889357,0.059150602,0.057002587,0.122275185,0.109760553,0.124844834,0.06780034,0.078808275,0.051184094,0.031169795,0.039598391,0.035418782
Kctd20,0.432937917,0.508327207,0.538309695,0.334768003,0.354877906,0.354240921,0.297575412,0.270306548,0.301276716,0.24439669,0.241611435,0.21373043,0.499489397,0.574471727,0.481498016
Mapk14,0.197064988,0.218514538,0.201156125,0.159250625,0.147816901,0.154630655,0.090141049,0.080967618,0.08875472,0.075359714,0.070765603,0.087063513,0.246730808,0.196974148,0.231410753
Cdkn1a,0.04536744,0.061816611,0.049734784,0.020470297,0.016982306,0.026777758,0.423658832,0.352048503,0.328801721,0.217272968,0.13211353,0.150339705,0.145119496,0.160021519,0.191193757
Fkbp5,0.197091465,0.145366609,0.154155258,0.094323988,0.09525241,0.097637116,0.150225026,0.137375659,0.140279701,0.129164528,0.138913077,0.16839927,0.161437412,0.157682701,0.176955721
Cpne5,0.001545927,0.000676851,0.000626045,0.003335952,0.000982389,0.001022363,0.001374454,0.001234012,0.000598264,0.001001294,0.000813118,0.000418791,0.001830204,0.000876475,0.000349422
Brpf3,0.184180522,0.147648022,0.136833412,0.138902627,0.117537883,0.115290476,0.090488672,0.101339837,0.107016514,0.08142041,0.079966412,0.085226259,0.194447751,0.200726941,0.224016899
Rnf8,0.003694459,0.000719989,0.005672431,0.000786628,0.002042229,0.001779581,0.004112025,0.00262532,0.003740439,0.002249773,0.002997746,0.001978635,0.00488699,0.005339745,0.001501939
Mdga1,0.00086067,4.37E-05,0.000909653,0.001537728,0.000822197,0.000918314,0.00019971,0.000212508,0.000372551,0.000893721,0.000678062,0.001814464,0.000582516,4.63E-05,0.000174074
Pim1,2.857721323,2.794640516,2.529255409,0.916622836,0.805514594,1.010619318,2.074048746,2.071005396,2.296653417,2.134111821,2.563133938,2.617672329,2.280847107,2.727557285,2.483499515
Zfand3,0.033031826,0.035210064,0.029376312,0.023677498,0.022634649,0.028909962,0.028924314,0.027736714,0.030010473,0.035663784,0.040954069,0.038793042,0.029047982,0.031124501,0.027132229
Dnah8,0.043404647,0.039252295,0.040920871,0.138314132,0.112934545,0.107336964,0.003281694,0.004148608,0.003558012,0.006001622,0.005817792,0.004661632,0.041703066,0.035707656,0.037943483
Abcg1,0.143830829,0.157449339,0.138270848,0.222947819,0.221697207,0.22914466,0.179551795,0.174468701,0.161313007,0.378917743,0.293248982,0.308241193,0.161750057,0.145261336,0.179681172
Tmprss3,0.004296317,0.000630334,0.00180372,0.012051808,0.006257739,0.000973739,0.170819263,0.192300175,0.193410184,0.088269199,0.106819692,0.100356561,0.007122052,0.003339161,0.001673527
Glp1r,0.000551877,0.000637628,0.001492847,0.00365738,0.001749121,0.002364016,0,0,0.000181156,0,0,0.000403489,0.000923649,0.000928895,0.001058057
Slc37a1,0.079317367,0.089868666,0.093462845,0.092730487,0.08335521,0.074682489,0.087947937,0.112477772,0.104503768,0.104129446,0.112488007,0.105203858,0.103525669,0.094648749,0.07925383
Hsf2bp,0.000293584,0.000203521,7.06E-05,0.001971574,0.001063414,0.000628798,0.000658668,0.00086579,0.000925154,0.006258107,0.005102504,0.007349474,0.000235852,0.000215628,0
Brd4,0.740085772,0.73182257,0.762635385,0.574328445,0.554205182,0.532092931,0.588719657,0.569500549,0.59901569,0.50358017,0.495199551,0.536236366,0.853449984,0.837834865,0.930273433
Sik1,0.356124481,0.334705567,0.327578957,0.370912536,0.332916226,0.316959517,3.092308932,3.518550485,3.782020836,3.97717405,4.309969054,3.993352206,0.379775582,0.428958362,0.548171698
Wiz,0.18433595,0.204901523,0.201701403,0.173357233,0.160364705,0.174567027,0.183808935,0.176701332,0.187463139,0.173656382,0.169696423,0.154304421,0.244267812,0.21616085,0.252659377
Pknox1,0.237699973,0.249903878,0.247473472,0.202958255,0.199719032,0.179174201,0.126289303,0.138073585,0.120716275,0.138153622,0.111765128,0.10257032,0.230525833,0.251286806,0.275974477
Zfp871,0.514507709,0.50292991,0.576226779,0.556626334,0.564026243,0.578925217,0.618372486,0.564401796,0.627462985,0.560985232,0.424401265,0.47291111,0.726555304,0.524184657,0.736027178
Zfp955b,0.039575096,0.023344844,0.045478298,0.055843685,0.059613653,0.065727,0.083204585,0.065709054,0.072807644,0.039227469,0.045546359,0.054025307,0.08665202,0.065088456,0.088077089
Zfp763,0.065753892,0.101983018,0.067032847,0.088481023,0.091461216,0.072649763,0.061141024,0.070309482,0.08793667,0.055727005,0.041318936,0.032707006,0.064641917,0.064869748,0.081528151
H2-Eb2,0.000853656,0.000986298,0.000821039,0.012370674,0.018346413,0.019502485,4.030056868,4.465734322,3.371558769,3.040914582,3.428173761,2.583782905,0.002514552,0.002089944,0.00549907
Kank3,0.023742742,0.019039496,0.017465546,0.039851675,0.007068522,0.02538736,0.060664906,0.046587396,0.06661967,0.05765544,0.029912369,0.057831041,0.028451009,0.026807715,0.048554168
Btnl4,0.006248666,0.002310268,0.002103468,0.011926349,0.000603567,0.001784449,0.000659724,0,0.003281838,0.000549269,0.001900534,0,0,0.007955039,0
Tap2,1.809786691,1.892757933,2.001605182,1.625812247,2.001050792,1.938584885,2.223284026,2.56878156,2.418078428,2.014520809,2.363853346,2.134407604,2.660201445,2.829003867,2.563865491
Wdr46,0.432841708,0.502846607,0.404500739,0.529935628,0.496029954,0.569615518,0.678806528,0.487107597,0.733162494,0.469384469,0.463065719,0.540091358,0.533336765,0.571725327,0.51741148
C4b,0.022979394,0.022842974,0.027939466,0.036472551,0.01926454,0.018820156,0.008697435,0,0.000683146,0.004573431,0.000565164,0.001420137,0.01671899,0.009341079,0.00425598
C2,0.002162758,0.000188589,0.000294357,0.006634626,0.002759105,0.004311722,0.002154155,0.005272058,0.004929352,0.002152195,0.002127667,0.001145652,0.001529836,0.004795402,0.003504911
Cchcr1,0.217841479,0.187734941,0.171656032,0.112335339,0.10684092,0.110349646,0.166248038,0.141901164,0.222481281,0.146693287,0.12067636,0.126567282,0.342504946,0.300838079,0.323299977
D17H6S53E,1.220894891,1.055915735,0.84228024,0.826688604,0.895571808,0.678755204,0.535892776,0.699487249,0.484826069,0.474725749,0.579881131,0.43067538,0.971384938,0.907975161,1.001465369
Mrps18b,0.187191955,0.179327247,0.211336677,0.270342485,0.256527213,0.192240611,0.223135374,0.197233922,0.224349414,0.183810995,0.172484631,0.115112849,0.229973491,0.284171648,0.210613881
Gm6034,0.00231413,0.005545453,0.000824336,0.00908807,0.003725414,0.004405684,0.002940913,0.000962884,0.002475805,0.003390272,0.001675818,0.000601568,0.005967358,0.002098339,0.003417859
Olfr91,0.025770056,0,0,0.040481754,0.027657375,0.024530761,0,0,0.007519219,0.006292323,0.027992758,0,0.061340551,0,0.035133364
Crisp3,0.000196617,0,0,0.001158236,0.000316525,0.000935809,0,0.00055222,0,0,0,0.000306669,0,0,0
Esp3,0,0,0,0.001905955,0,0.004619812,0.002134973,0,0,0.001185016,0,0.003154028,0.004332038,0,0
Ptchd4,0.000412262,0.000131399,0.000136728,0.001381767,0.000274627,0.000202984,0,0,9.33E-05,3.12E-05,0,6.65E-05,0.000532953,6.96E-05,0
Cd2ap,0.02431258,0.026939955,0.033669933,0.086727134,0.072902283,0.079840061,0.088713416,0.089437185,0.099184165,0.111549551,0.101940253,0.119022684,0.040809024,0.027913557,0.050786786
Opn5,0,0.000284405,0,0.000348016,0,0.000351479,6.50E-05,0,0,0,0,5.76E-05,6.59E-05,0,0
Rcan2,0,0,0,0.00035911,0.00077693,0.000257908,0,1.59E-05,8.89E-05,6.20E-05,0.000196205,0.0002245,7.56E-05,0,0
Slc25a27,0.005308553,0.00245336,0.004084574,0.010507288,0.003717511,0.015008188,0.003502927,0.003429211,0.002927489,0.004433002,0.000922628,0.002235569,0.005117566,0.00623834,0.00667647
Runx2,0.082065878,0.081672884,0.089679585,0.060510071,0.052032437,0.056415919,0.088627148,0.082996444,0.097289552,0.059916856,0.057530099,0.066838062,0.098949316,0.089205334,0.103711782
Cul9,0.013712341,0.013909248,0.014685159,0.030096721,0.024320189,0.026161716,0.075021368,0.078509445,0.098928455,0.073301221,0.083182628,0.071306886,0.012187405,0.015311791,0.01495167
Zfp318,0.230261698,0.24231767,0.279523878,0.211449539,0.219270405,0.232883269,0.230798533,0.215638858,0.248799296,0.521580459,0.406634896,0.459474459,0.143261277,0.142570436,0.223542288
Tjap1,0.142144405,0.125239939,0.139049931,0.122299083,0.122625375,0.120466345,0.163491287,0.160170751,0.16981096,0.149026535,0.162873022,0.156160479,0.161007069,0.171255561,0.199342175
Cul7,0.049545388,0.052261248,0.054150336,0.122954886,0.103210923,0.108373924,0.524862685,0.58325953,0.542325245,0.580192965,0.586280799,0.457161151,0.091358198,0.085166928,0.078783338
Prph2,0.004179289,0.006867441,0.000669934,0.004595623,0.002242684,0,0.002941616,0.002869279,0.002194988,0.003673673,0.001008835,0.001303709,0,0,0.002279118
AI661453,0.001264367,0,0.001330061,0.004468889,0.001144939,0.001241174,0.001460044,0.00221944,0.004565366,0.000260485,0.002489324,0.001294168,0.003068357,0.000386932,0.000727212
Ccnd3,0.33500138,0.389876928,0.376896468,0.110453195,0.129314907,0.136499518,0.108878128,0.118488395,0.09870038,0.101012659,0.100941557,0.079127587,0.327314192,0.368522263,0.253114718
Lrfn2,6.51E-05,0.000282045,1.96E-05,0.001668117,0.000157196,4.65E-05,0.001847079,0.002034007,0.001645367,0.001698767,0.001414238,0.00211317,0.00026148,9.96E-05,0.000499217
