,nik_s1,nik_s2,nik_s3,ctr_s1,ctr_s2,ctr_s3,nik_t3,ikk_t2,ikk_t3,ctr_t1,ctr_t2,ctr_t3,nik_t1,nik_t2
Slu7,1.860407808,1.595082118,1.858903972,2.484429012,1.23518853,2.123260854,1.984767111,2.058835048,1.859624896,2.352813586,2.156338135,2.241692005,2.264601293,2.169725976
C1qtnf2,0.013194968,0.013396082,0.000539432,0.00054092,0,0.010994849,0.000792746,0,0.000194935,0.005073234,0,0.000902792,0.00080917,0.034271734
Pttg1,0.502478328,0.317247426,0.360197741,0.443068286,0.52319093,0.541352025,0.607189644,0.657880217,0.754658615,0.55710382,0.636703034,0.578609928,0.416280243,0.570888699
Ccnjl,0.006475837,0.003493189,0.002024698,0.002163855,0.000264423,0.001628999,0.00035236,0.000494701,0.000346579,0.000187913,0.000135352,0.000133758,0.009950603,0.002279787
Ttc1,0.403002236,0.278343303,0.43095907,0.412390129,0.28877142,0.40366869,0.548562029,0.537140583,0.473571285,0.574054156,0.448344637,0.466007963,0.47125927,0.483984781
Pwwp2a,0.127871776,0.176702506,0.126208601,0.15510486,0.176170563,0.162898304,0.151658279,0.100384773,0.098595335,0.083002536,0.088581498,0.108240113,0.14596465,0.178406561
Il12b,0.029019828,0.027787449,0.004884267,0.001335747,0.063352883,0.000714492,0.004404617,0.014887217,0.007701963,0.004958941,0.00507582,0.002786696,0.014486693,0.020725874
Ublcp1,0.094225549,0.076601904,0.076141199,0.10837579,0.164290974,0.0908723,0.111610548,0.094219166,0.082123469,0.135068338,0.101163358,0.098505576,0.11699001,0.149601156
4930597A21Rik,0.020268833,0.056441867,0,0,0.072062131,0.007111252,0.00556681,0.002605199,0.00136887,0,0,0,0.001420535,0.004911479
Gm12159,0.008092626,0.005915499,0.004631754,0,0.020249755,0.000354909,0,0,0.000478224,0,0,0,0.004962732,0.002573786
Thg1l,0.21128277,0.258538803,0.273893071,0.197897977,0.286441141,0.247477403,0.328753177,0.312882671,0.429073302,0.218311212,0.277763068,0.258742846,0.287165492,0.359776085
Lsm11,0.154489371,0.092061391,0.118731907,0.067740708,0.039713398,0.087142561,0.112405164,0.087353763,0.073034837,0.129735864,0.091004836,0.064938818,0.099240667,0.079265788
Fndc9,0.565166935,0.693992312,0.57505616,0.675853593,0.795889099,0.808091007,0.628313245,0.504810536,0.412777788,0.525711292,0.502667864,0.536201942,0.65579652,0.551568923
Nipal4,0.029065514,0.047843149,0.0163925,0.010676044,0.005451408,0.009789636,0.004470372,0.008542658,0.001465677,0.009337485,0.000858599,0.00275759,0.012167967,0.01150367
Itk,0.709346327,0.86464729,0.981513017,1.620934043,1.352868821,1.37265243,1.24849082,1.172335112,1.163854281,1.631883784,1.386533541,1.256189537,0.899628765,1.148284674
Med7,0.400001638,0.31252132,0.316754362,0.359746041,0.21110079,0.354722457,0.723020002,0.887585916,0.814409324,1.001388396,0.806693568,1.001362586,0.692250548,0.631661623
Havcr2,0.276182388,0.037575803,0.014965993,0.060797194,0.023977699,0.032994506,1.267422962,2.608034342,1.868155508,3.391343806,2.090257213,2.377451013,1.152884802,1.201646079
Fam71b,0.242202642,0.274288994,0.209334294,0.096788097,0.030991006,0.105291574,0.247186641,0.19186689,0.163068659,0.127036251,0.22002076,0.12507338,0.178998005,0.177955251
Dppa1,0.005957768,0.009032537,0.001443337,0.000434196,0.050856675,0.000464503,0.000318168,0,0.000312948,0,0,0.000362335,0.009742796,0.010667098
Gm4926,0.020942505,0.013063191,0.005479446,0.004945104,0.09064361,0.022924535,0.008052566,0,0.003168182,0,0,0.002751119,0.005753577,0.012788299
Timd2,0.00914736,0.016981543,0.002197962,0.000979567,0.003231977,0.001047941,0.001256156,0.001007769,0.00026476,0.000574204,0.000206797,0.000102181,0.003297035,0.011874425
Havcr1,0.006233929,0.006231576,0.002648729,0.000733905,0.005188801,0.005383761,0.003687688,0.000503356,0.001057929,0.000901374,0.00106241,0.000437458,0.006116643,0.005422616
Timd4,0.00593927,0.01102591,0.000277494,0.001113036,0,0.004018705,0.001631213,0.000572541,0.000902504,0.001304883,0,0.000232207,0.00520315,0.005756741
Irgm1,0.467800651,0.609814016,0.433527311,1.440060573,1.232588527,1.161983236,0.378606362,0.547686961,0.779052846,1.318794243,0.863275332,0.989752175,0.453252927,0.622748268
Trim7,0.094675131,0.118067422,0.086020401,0.015569334,0.017123124,0.006317826,0.03357083,0.011537573,0.007352123,0.010490182,0.010729476,0.004928218,0.075760733,0.062245843
Trim41,0.416381457,0.422912464,0.362010305,0.256492206,0.165177077,0.362822086,0.3609166,0.245466836,0.20605698,0.213455182,0.254010552,0.206220052,0.451888074,0.365256969
Rack1,24.1731803,20.15865554,24.83824694,25.61285866,33.65521892,24.21775072,26.74923329,26.84548247,28.99750807,29.01575476,28.42083934,21.73558206,26.71906025,25.27966844
Snord96a,2.195343382,3.309328332,3.408075334,2.649504207,1.995401573,2.403113903,3.545336073,3.831901824,3.404142748,1.620616564,1.702331758,2.980050943,1.378585568,2.755597654
Snord95,1.673626484,0.679654145,0.182454793,2.264106376,0.679107258,1.834956883,2.312661451,1.411692152,0.741756356,0.48261008,0.637301511,0.916068791,0.821069346,1.419417551
Psme2b,1.852586544,4.141261817,2.282755788,3.623094813,0.542528538,3.667283003,3.831250273,2.450531163,2.559133278,4.217088262,2.92769683,3.032767765,2.626539036,3.927987937
Gm12185,0.017706946,0.030398983,0.011723894,0.043313376,0.01854463,0.031746047,0.00936945,0.009719613,0.014169189,0.020986162,0.01952498,0.019472908,0.020083481,0.013433012
9930111J21Rik2,0.00041632,0.00043281,0.000871416,0.003167596,0.000720769,0.000642684,0.00112055,0.001198637,0.00090535,0.000426847,0.002444258,0.0007292,0.001797345,0.002189126
Tgtp1,0.034575541,0.211072334,0.08695788,0.435109749,0.374125711,0.247127994,0.047149386,0.09477243,0.096933116,0.219706581,0.080610723,0.125433905,0.081262289,0.091381223
9930111J21Rik1,0.034888203,0.080940035,0.030054091,0.128175818,0.081523388,0.090564001,0.02592431,0.05209169,0.03986747,0.122563029,0.053584987,0.064903827,0.038432034,0.055184385
Olfr1395,0.342970627,0.310047677,0.055271945,0,0.161353227,0.125561829,0.014334243,0.010062376,0,0.038222089,0.024777875,0.008162038,0.160943362,0.569106094
Olfr1396,0,0.131912486,0,0.057069496,0,0.101754999,0.069698612,0,0.034277562,0.029736084,0.008031972,0.011906093,0.113828166,0.012298725
Ifi47,0.023588659,0.038095618,0.023605021,0.054554593,0.072048027,0.04617977,0.034252923,0.04841699,0.063492854,0.064563602,0.053544775,0.048784633,0.027782751,0.043326524
Tgtp2,0.327601705,0.63528716,0.429456904,1.232051733,1.802043823,1.036220796,0.322713618,0.556651841,0.749914653,0.988418964,0.872988156,0.82884436,0.382143212,0.305368064
Mgat1,0.356023171,0.327734712,0.278398511,0.417511529,0.477153351,0.391550969,0.348767194,0.314718432,0.31520183,0.492765498,0.423243976,0.414333927,0.45119591,0.406651074
Zfp62,1.709389807,1.860566903,1.427495746,1.290093183,1.523941474,1.103342731,1.031890984,0.515477533,0.501199554,0.653883553,0.629334076,0.613397302,1.389074806,1.574479205
Btnl9,0.014176373,0.017565476,0.005463073,0.00259491,0.000713469,0.002313364,0.015845733,0.008453795,0.011377608,0.007267423,0.004930309,0.004330893,0.013586176,0.018174466
Olfr1392,0.195640031,0.453992946,0,0,0.309978886,0.039222654,0.040299217,0.012573028,0.013212687,0,0,0.015297809,0.23309336,0.349625689
Olfr1391,0.212325748,0.335044858,0.013227,0.069633303,0,0.106419674,0,0.006822677,0.017924461,0.023324439,0.008400175,0,0.163688665,0.167212835
Olfr1390,0.015198531,0.256758233,0.02319671,0.029906611,0.87161772,0.138641187,0,0.010255883,0,0.023374277,0.004209062,0,0.014912584,0.116010088
Olfr10,0.17366984,0.274747663,0.026341669,0.019810749,0,0.021193557,0,0.006793706,0.007139339,0.015483598,0,0,0.0148176,0.32660165
Olfr1389,0.039773975,0.068915537,0.040469935,0.034784204,0,0.046515216,0,0,0,0,0,0.014513671,0.026017109,0.303593968
Olfr1388,0.151985311,0.306134816,0.026510526,0.00996887,0.197347408,0.085317653,0.043829704,0.054698043,0.05029573,0,0,0.016638002,0.067106629,0.296470226
Olfr1383,0.121070852,0.117999528,0,0.094301271,0.262010176,0.143360887,0.021821597,0,0,0,0.008382302,0.024850802,0.207887771,0.224615277
Olfr1382,0.053194859,0.1185038,0.006627631,0.00996887,1.628116118,0,0.007304951,0,0,0.007791426,0,0,0.022368876,0.090230069
Olfr1380,0.106162874,0.078834084,0,0,0.065642208,0.127703609,0,0.020468031,0,0,0.004200087,0,0.022321182,0.167212835
Scgb3a1,0.051850257,0.085756229,0.041109761,0.049467794,0,0.016537716,0.08609095,0.004241001,0.024512205,0.004832853,0.00261079,0.005160096,0.147999246,0.059965453
Flt4,0.019468606,0.027000452,0.001783547,0.005258094,0.0116837,0.004132736,0.004560701,0.003311926,0.004640562,0.002935427,0.000634307,0.00053729,0.016052371,0.019564045
Mapk9,0.154195881,0.143527276,0.104847922,0.180050297,0.209336197,0.151100057,0.162529307,0.146799947,0.131806302,0.174455976,0.143898549,0.161243209,0.138276431,0.160579415
Tbc1d9b,0.336656093,0.365578066,0.306576069,0.748001987,0.396635391,0.518402141,0.386391829,0.440199652,0.347636837,0.677651869,0.558732393,0.513493187,0.435033843,0.424564971
Mrnip,0.030477578,0.054368096,0.036246473,0.039254174,0.016788982,0.048409925,0.038619037,0.030537539,0.026458828,0.045452007,0.025014342,0.038217111,0.03126345,0.03219289
Ltc4s,0.003299125,0.030010703,0.041720878,0.041114654,0.160642255,0.078709097,0.012685406,0.037103844,0.056147791,0.016912742,0.027409662,0.036115885,0.035607599,0.075546458
Canx,2.405511531,1.912607158,3.046862145,2.037383986,2.24370431,2.394422872,4.387100057,4.455432728,4.53312859,2.974554241,3.018273754,4.003045565,3.308316827,3.487918864
Maml1,0.205176441,0.253272067,0.211500912,0.360865605,0.448220418,0.276239106,0.194620234,0.210164235,0.153563533,0.312067442,0.191839036,0.214418741,0.261444705,0.196051293
Mgat4b,0.091063141,0.076346712,0.053800579,0.067050884,0.118877893,0.049675846,0.095160453,0.077835266,0.082489531,0.103304769,0.084930786,0.076052172,0.120189985,0.116345461
Rufy1,0.06698106,0.087042514,0.067164644,0.099463784,0.032007637,0.07348248,0.103443968,0.113646167,0.09636214,0.104232294,0.095667232,0.130365741,0.078898406,0.100349835
Hnrnph1,6.068233819,6.169626588,7.849438938,5.742897009,4.804795978,7.052082286,9.232220155,7.709929776,7.207143942,4.674669242,5.184074781,6.300121698,7.938266108,7.869665169
Zfp354c,0.050870641,0.087216631,0.048281054,0.047946917,0.023128039,0.042594732,0.014382486,0.009423159,0.015359083,0.04119964,0.01254902,0.010529368,0.041524722,0.054382997
Zfp879,0.039590881,0.053390181,0.000651487,0.003919707,0,0.002096653,0.004308402,0.001344186,0.002472002,0.004212378,0,0,0.035181295,0.019639599
Olfr1378,0.187576808,0.18525594,0.035990555,0.019685364,0.016237445,0.01052971,0.043274898,0.013501416,0.014188307,0.084620802,0,0,0.139876265,0.095451339
Olfr1377,0.260962925,0.3217328,0.011671614,0.043889288,0.130327263,0.338060166,0,0.006020387,0,0,0,0.007325103,0.151005698,0.045399997
Zfp454,0.017625085,0.031570326,0.002700409,0.001249781,0.005669839,0.009359116,0.005036952,0.000857175,0.002702354,0.000976798,0.001846891,0,0.019630442,0.037571979
Prop1,0.031239143,0.096804793,0.002095765,0.011033115,0,0.008430883,0.023099439,0,0.005680116,0,0,0,0.016504603,0.020380151
Zfp354a,0.026260476,0.06415638,0.001603199,0.003444902,0.052284021,0.022849231,0.007068159,0.000236272,0.001489757,0.004846413,0.003199919,0.000862429,0.024220424,0.05567936
Olfr51,0.177053018,0.100035675,0.016784261,0.040393345,0,0.086425675,0.00739982,0.027704204,0,0.031570453,0.063955878,0,0,0.078344475
Olfr54,0.226525878,0.206060747,0,0,0.081704341,0.063580672,0.029033689,0,0.017848348,0.030967195,0,0,0.088905598,0.057635585
9230009I02Rik,0.025301601,0.101378973,0.008274962,0,0.03878504,0.014794969,0.002026807,0.001422781,0.00398711,0.002161783,0.008174826,0.001154081,0.006206393,0.04917576
Platr20,0.000465109,0.003324275,0.000405641,0.00030507,0,0.000489546,0.000223548,0,0,0,0.001030454,0,0.001597254,0.000788926
BC049762,0.022710449,0.0245937,0.003631231,0.014896013,0.02211652,0.009561461,0,0.006811059,0.006799696,0.006985416,0,0.003729207,0.014112676,0.037879837
Clk4,0.371318388,0.395343864,0.449075362,0.53436966,0.591924035,0.514377692,0.502647106,0.45625244,0.308622767,0.387805124,0.324030346,0.352663854,0.329849663,0.429023683
Nhp2,2.157106899,1.535130378,3.056530372,1.82045599,1.345929158,2.696187902,6.009382821,4.378468435,4.824273999,2.788844936,3.213117587,3.36896957,3.103765906,3.038997942
Hnrnpab,17.65052175,12.92527335,22.53857463,12.00304581,8.9819684,12.37193845,36.83176062,19.91835981,22.1490998,15.26100611,17.88445181,16.89035771,15.66261566,25.39953894
Rmnd5b,0.422376453,0.403723234,0.333107594,0.393810332,0.243625424,0.421706891,0.43677702,0.538889366,0.519824019,0.661515374,0.550704781,0.467793757,0.599381966,0.412497183
Phykpl,0.11642785,0.167693716,0.154827219,0.145403145,0.172395207,0.146952773,0.146914912,0.126319966,0.110593731,0.121035,0.06927835,0.101214158,0.141824095,0.156216494
Sec24a,0.097269236,0.102183812,0.081486129,0.191661104,0.183109948,0.18091285,0.132109979,0.128852438,0.105678447,0.190721213,0.128340093,0.131902046,0.128001963,0.129236386
0610009B22Rik,0.110088071,0.047686826,0.15379752,0.014709012,0.008823788,0.055790263,0.062710772,0.055944388,0.157096158,0.064796793,0.090333782,0.102660618,0.100015612,0.1521531
N4bp3,0.657350145,0.59047793,0.398281459,0.214082131,0.1088201,0.212987078,0.529066219,0.395249609,0.296499147,0.61491775,0.379283017,0.464893137,0.742761704,0.718785385
D930048N14Rik,0.134265739,0.152497904,0.056244239,0.029124274,0,0.02077145,0.083333766,0.04993798,0.041982881,0.075334101,0.056214251,0.024882814,0.232359696,0.154220308
Jade2,0.902652244,0.859938793,0.937979208,0.852463254,0.670415922,0.830096814,1.28490974,0.68848698,0.810168425,0.545320479,0.73581021,0.589996883,1.431693114,1.205849788
Cdkn2aipnl,0.997013586,0.869485187,1.030811114,0.342408129,0.680230445,0.54688316,1.125201023,1.151398339,1.173131305,0.683744729,0.924444728,0.990829625,1.145626838,1.230949302
Ube2b,0.652304309,0.69267202,0.663379621,0.909493227,1.783223735,0.835007551,0.5930016,0.680379024,0.624903573,0.630342984,0.613688193,0.612072689,0.7712383,0.778466753
Olfr1373,0.303970622,0.266633549,0.086159208,0.234268453,0.049336852,0.19196472,0.153403965,0.020511766,0.10059146,0.093497109,0,0.083190008,0.275882809,0.32869525
Ppp2ca,1.474258562,1.380871859,1.546388708,1.325811107,1.885916345,1.33584962,2.1401934,1.767618274,1.934048931,1.595247437,1.60129974,1.503369062,1.719228576,2.035650525
Mir3061,2.423080102,1.11732154,2.079182643,3.332450943,0,4.00383559,2.103825802,1.828477453,2.771397373,2.844983473,2.164660478,0.898452083,2.83765175,5.237026845
Tcf7,5.735174869,6.913738492,6.118408544,5.338401066,4.076105833,4.88355867,1.005043812,0.114822431,0.066359814,0.148394689,0.019341484,0.016095779,2.648632179,2.516783055
9530068E07Rik,1.320118638,1.073788352,1.22142812,0.746029055,1.336462767,0.998541141,1.510227444,1.134418568,1.118871614,0.970512309,1.182769359,0.991601087,1.422370313,1.476131943
Vdac1,0.738259408,0.690866605,0.868741319,0.316990375,0.491114149,0.476582116,0.909725151,0.605589452,0.634631676,0.410918125,0.48317637,0.477896248,0.971369516,0.860551112
Gm11186,0.032233743,0.008592421,0,0.009215935,0.001788647,0,0.001588992,0,0,0,0,0,0.011353387,0.007009673
Hspa4,1.219261436,1.132783664,1.578186377,1.133298972,1.020677067,1.326731073,2.21790985,1.772332885,1.893278165,1.215552138,1.490999645,1.592222853,1.515707668,1.739671803
Zcchc10,0.262310819,0.20795541,0.307547306,0.275391922,0.123173345,0.240785157,0.457520507,0.336199815,0.302219335,0.279092612,0.326669683,0.301602609,0.422484598,0.293825853
Aff4,0.441814479,0.508005049,0.49878121,0.656858665,0.665174008,0.542496766,0.379151203,0.265188207,0.270059854,0.350371193,0.260248301,0.285260245,0.367641265,0.411837611
Uqcrq,4.485290222,3.430501748,5.423233605,3.618514945,5.66000505,4.972216086,7.199277434,6.715256242,6.482593689,6.136205654,6.237153022,5.811842617,5.321855486,5.779614628
Shroom1,0.045120729,0.036756149,0.0085164,0.001766874,0,0.003780407,0.006473617,0,0.003820446,0.008285675,0.002984042,0,0.011233149,0.034269218
Leap2,0.158064724,0.112039956,0.103391049,0.2733283,0.007774292,0.216784401,0.027625995,0.016160786,0.044155732,0.158378437,0.095507444,0.145506886,0.098694194,0.067028051
Kif3a,0.121739404,0.1400297,0.087701101,0.020367172,0.012015775,0.033476862,0.094094033,0.056338716,0.051233207,0.031204447,0.027905464,0.045136033,0.113597599,0.145454495
Il4,0.00544078,0.014140688,0.000988568,0.001784331,0.005887212,0.001590733,0,0,0.00107172,0,0.00351578,0,0.002669208,0.008459685
Rad50,0.298417207,0.356292527,0.388353675,0.204855707,0.110386309,0.328732235,0.39450601,0.415085672,0.391175172,0.268806009,0.26343612,0.381374394,0.418496635,0.390750542
Il5,0.042878675,0.023574371,0.011506539,0.004326855,0.053535003,0.009257747,0.001585308,0,0.00077965,0.002536323,0.003653774,0,0.01618152,0.008392105
Irf1,1.639347267,3.378485076,2.247744416,4.090134144,2.977913619,3.950005307,2.102504777,3.396548314,2.154077254,2.129130803,2.385672804,2.367825817,1.898986781,1.718630975
Mir7671,0.981091387,1.43430461,0,1.367454008,0,2.151328759,0.353660372,0.110339157,0.695716306,0.565818714,0.339627765,0.268502921,0,0.312027134
Gm12216,0.003282637,0.001584447,0.001431461,0.004183195,0.000405941,0.010069168,0.006130691,0.005569407,0.004744278,0.005961999,0.006025964,0.005287637,0.002484677,0.006283963
Slc22a21,0.00772939,0.025567601,0.004800493,0.002765337,0.003548198,0.005259307,0.009456409,0.00316106,0.000996564,0.00108066,0.002724359,0.004102521,0.009422506,0.007747249
Pdlim4,0.04897796,0.051836474,0.067596477,0.00331187,0.003824508,0.000708608,0.007280578,0.001135741,0.000954818,0.001035391,0.005034023,0,0.049542766,0.060380916
P4ha2,0.039877911,0.030448919,0.034484424,0.005615482,0.006094635,0.003952268,0.041582063,0.013581387,0.005964563,0.006814382,0.002246184,0.004069515,0.021884953,0.040508543
Csf2,1.296763783,1.345811612,1.937126421,0.023356352,0,0.058302176,10.81096133,0.484580852,0.199204544,0.31641575,0.167646046,0.107199539,3.092112217,6.289227768
4933405E24Rik,0.010615092,0.011451964,0.017642331,0.001576426,0.0034675,0.003654,0.011359143,0.000901007,0.001136215,0.000513373,0.000221866,0.000328881,0.017293458,0.017495918
Il3,0.025210323,0.088922851,0.075383854,0.007086731,0,0.025271305,0.166175608,0.009721019,0.010215581,0.022155264,0,0,0,0.015272214
Acsl6,0.013418608,0.010614196,0.020251138,0.001683746,0.001641351,0.004585059,0.010431296,0.000839866,0.001710026,0.000837439,6.46E-05,0.000702541,0.005609924,0.006036582
Fnip1,0.099712482,0.111445719,0.12428318,0.126724486,0.175784842,0.129271643,0.141042309,0.119738464,0.09814337,0.107199786,0.098643413,0.08979619,0.144051573,0.132578817
Cdc42se2,0.520654665,0.589980837,0.391581453,0.399239203,0.273248312,0.317930974,0.289972629,0.35539045,0.316341867,0.419474742,0.345381413,0.317861651,0.50171523,0.419235546
Hint1,4.964705901,4.54647207,5.281000946,2.346873925,4.706872235,3.305577486,6.327821767,6.426860756,7.91225988,4.335119799,5.538892659,5.849863175,6.114963288,6.432349603
Gpx3,0.130141618,0.155124091,0.111936303,0.098312559,0.00291352,0.060459803,0.087139536,0.025437178,0.018245178,0.04923198,0.022867555,0.012281679,0.146186605,0.146150754
Lyrm7,0.013577848,0.009229452,0.008744713,0.003562339,0.005876781,0.012898748,0.016465583,0.00507448,0.005530152,0.002784237,0.003355284,0.008232271,0.011067834,0.010629687
Anxa6,1.134390302,1.093450423,0.990547065,1.026020543,0.808634801,1.084962073,1.738488464,2.397845035,2.726713363,1.996124916,2.24607845,1.901506974,1.75729511,1.746987504
Slc36a3,0.017984608,0.017872069,0.005189928,0.002428647,0.034914069,0.00742334,0.015508421,0.004521222,0.006751765,0.009490857,0.007324463,0.004053402,0.013234683,0.024898127
Gm2a,0.888935234,0.941372256,0.886119869,1.080728476,1.679153214,1.174569249,1.592115842,0.871668241,1.106071535,2.78973685,1.676511035,1.155066624,1.355108482,1.574563744
Slc36a1,0.064276656,0.052313456,0.038600705,0.079213571,0.070032073,0.054622399,0.037842025,0.052228328,0.040375519,0.067498242,0.041391238,0.063790538,0.06066686,0.057720288
Slc36a1os,0.040506336,0.012031626,0.008579472,0,0.052596006,0.011369209,0.002225003,0,0.002188499,0.001186589,0.002564063,0.002533871,0.021575447,0.07165218
Fat2,0.026728451,0.027529013,0.008010894,0.004504989,0.014774193,0.0104518,0.003420467,0.001712416,0.00219074,0.003605832,0.001558346,0.000543528,0.025494836,0.025826807
Sparc,0.013886595,0.029002115,0.000865076,0.013337239,0.026295558,0.008700116,0.008342985,0.010709253,0.055684308,0,0.000961434,0.000814383,0.027737282,0.019138186
Atox1,0.130574736,0.176647694,0.206937904,0.18087774,0.253054557,0.185298091,0.205605416,0.206250103,0.213748855,0.263506991,0.219395953,0.203745144,0.251455651,0.197516731
G3bp1,1.21178908,1.211351949,1.608922843,1.001725994,0.983031936,1.16762429,2.245885212,2.175367516,2.397955899,1.252596366,1.437736282,1.576963928,1.721048141,1.750348491
Gm12238,7.112912558,8.913178648,5.450185322,9.797405773,52.83131082,7.094467583,6.44672335,3.49696313,4.467492565,4.219390982,5.290430207,3.114633888,6.380881772,5.860166748
Nmur2,0.00754615,0.02307363,0,0.000582305,0.002881883,0.018065577,0.003840296,0.000798761,0,0.005006273,0,0,0.006097557,0.010541106
Mfap3,0.294337129,0.34528153,0.298259159,0.432303694,0.751266886,0.329071518,0.296024063,0.242859746,0.274744883,0.399726059,0.296932215,0.294977536,0.381381075,0.299794814
Fam114a2,0.279125663,0.277623217,0.201645196,0.244370382,0.188389913,0.223600506,0.207282205,0.188621885,0.183493345,0.232447593,0.224713936,0.212450817,0.260160864,0.295487871
2010001A14Rik,0.014420502,0.048410574,0.013624771,0.063057021,0.05461312,0.042161537,0.021948174,0.012433894,0.012498367,0.029570297,0.023961574,0.018417332,0.010611895,0.017326055
Hand1,0.027663248,0.015727534,0.009047345,0.013608453,0,0.012131946,0.023267884,0.007777918,0.004904174,0,0.003830512,0,0.054285577,0.020528766
Larp1,1.284382183,1.073681875,1.380206392,1.080506531,0.821220942,1.124267977,2.192790892,1.589255882,1.638560248,0.959249525,0.961957446,1.152751456,1.659297585,1.741051443
Gemin5,0.176584524,0.154442156,0.258935596,0.178877739,0.14350358,0.234654307,0.382173927,0.275234113,0.338216529,0.204188071,0.199346062,0.18424518,0.26945514,0.236513542
Cnot8,0.593974003,0.641308889,0.66471811,0.51848894,0.572897804,0.516664497,0.714895799,0.746007913,0.66358483,0.626920066,0.646520323,0.660474054,0.607444635,0.756467389
Mrpl22,0.192557026,0.218658624,0.28800391,0.175285655,0.272616534,0.285385122,0.517240411,0.450931916,0.403685609,0.279994569,0.262147093,0.312743915,0.257798117,0.258700296
Irgm2,0.07307892,0.138459911,0.130148198,0.422940029,0.720980408,0.430700383,0.116293932,0.156918333,0.184933698,0.256892036,0.278915545,0.226723565,0.07230656,0.101562037
Zfp692,0.345341832,0.28980834,0.297493759,0.289467825,0.070255573,0.279299906,0.344630546,0.303939929,0.205076317,0.169318948,0.162090372,0.177693592,0.297296838,0.285704962
Igtp,0.832908253,0.856925809,1.102357531,4.271807324,4.346308986,2.575040936,0.952952454,1.378923655,1.493013888,2.421244707,2.590502744,2.183557575,0.957931266,0.894068789
Lypd8,0.01460807,0.041921505,0.004777611,0.001197698,0.002634451,0.013667178,0.004095673,0,0.000575497,0,0.001348513,0.000333159,0.015527668,0.012905452
1810065E05Rik,0.015922271,0.016929114,0.003156015,0,0.087709959,0.028439218,0,0.000651167,0.005474365,0.005936324,0,0,0.042607384,0.0061381
Gm12253,0.009416919,0.014276936,0.00307983,0.006176652,0.036512754,0.004405192,0,0.009884752,0.001112962,0.002011467,0,0.001288601,0.020019453,0.007321025
Sh3bp5l,0.206632097,0.221773885,0.191886005,0.283410206,0.286498998,0.234805421,0.228785643,0.230320418,0.225032143,0.197919168,0.277086725,0.248181648,0.242554652,0.171699024
Olfr330,0.020452761,0.036243483,0.002432413,0.007317367,0.010059533,0.002609375,0,0.000418224,0.002637011,0,0.001029848,0,0.00364872,0.018134632
Olfr332,0.088023451,0.176597933,0.0060607,0.004051612,0,0.035758951,0.002968925,0.008336523,0.004380324,0.003958301,0.017106739,0,0.04545651,0.165023469
Olfr331,0.094838834,0.663621278,0.006362526,0.019140231,0,0.092143066,0,0.039382591,0,0.052358381,0.024244197,0,0.214741213,0.123744094
Olfr324,0.278937747,0.164764641,0.033173599,0.033265107,0,0.044483803,0,0,0.005993991,0.019499397,0,0,0.118184224,0.086025306
Olfr323,0.175627471,0.237739104,0.041484063,0.009599653,0,0.225933786,0,0,0,0,0,0,0.028720533,0.260664643
Olfr320,0.1303012,0.099604487,0.080217194,0,0.03317478,0.021513288,0.029471698,0.006896197,0.01449409,0,0.004245347,0,0.060164564,0.201517524
Olfr319,0.540612247,0.461663011,0.047149013,0.035459304,0,0.140899186,0.014847848,0,0,0.023754966,0,0.016908979,0.098510492,0.183399228
Olfr311,0.145787852,0.269222225,0,0.005032828,0,0.005384124,0.014751745,0,0,0.003933535,0.016999707,0,0.195745766,0.084598511
Fam183b,0.017075958,0.014121142,0.001015408,0.002036417,0,0.006535682,0,0.001396698,0.004770207,0.001591614,0.001719634,0,0.001523154,0.00131657
Olfr314,0.088046663,0.09807211,0.010969873,0.028875349,0.054440664,0,0,0,0.005946293,0,0,0,0.074048694,0.138678726
Trim17,0.008498103,0.01355322,0.003537328,0.005067265,0.024660388,0.00460782,0.002970537,0.002085263,0.004565316,0.006138699,0.005134809,0.001057156,0.007580199,0.00982816
2810021J22Rik,0.049564251,0.092013154,0.038981507,0.065019388,0.010055841,0.033536797,0.03020331,0.033246596,0.014853894,0.051951887,0.039217889,0.047233996,0.072947616,0.051794214
Zfp39,0.20356746,0.197828281,0.165960871,0.323935877,0.188187876,0.243452302,0.186750044,0.209632727,0.155442867,0.212344832,0.192412768,0.209040708,0.211461243,0.224816912
Btnl10,0.017684249,0.015986676,0.002347003,0,0.007487725,0.003237109,0,0,0.001453953,0,0,0,0.00980739,0.016954452
Rnf187,1.890624819,1.380428935,1.947881757,2.009323642,1.204000789,0.927592987,2.420796087,1.513755357,1.756135307,1.239298614,1.718150681,1.456534176,1.166515477,2.633598759
Mrpl55,0.656906422,0.374899387,0.527013845,0.470506639,0.261543455,0.499245052,0.734522903,0.918999082,0.784214064,0.466665622,0.743886255,0.571883997,0.617770866,0.590192184
Guk1,0.300281269,0.28157799,0.360467475,0.278650132,0.4578422,0.34419196,0.546961907,0.370717335,0.451684369,0.303501171,0.418632563,0.365609009,0.645343962,0.574457247
Gjc2,0.041862551,0.035058278,0.015415354,0.003661076,0,0.010444327,0,0.001673992,0.005277471,0.000476901,0.007213648,0,0.052028263,0.060751294
Iba57,0.315241973,0.430639779,0.294944243,0.3622662,0.125042486,0.155617321,0.304666447,0.188450475,0.181969998,0.299255531,0.25790775,0.168828709,0.531914832,0.374015084
